id,table,text,translation
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:WALK,Crawl,포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:WALK,Slow Crawl,느린 포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:WALK,Creep,느린 걸음
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:GIANT_SLUG:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,꿈틀대기
CREATURE:MOSQUITO,CREATURE:NAME:SINGULAR,mosquito,모기
CREATURE:MOSQUITO,CREATURE:NAME:PLURAL,mosquitos,모기
CREATURE:MOSQUITO,CREATURE:NAME:ADJECTIVE,mosquito,모기
CREATURE:MOSQUITO,CREATURE:PREFSTRING,high-pitched buzz,고음의 윙윙거림
CREATURE:MOSQUITO,CREATURE:PREFSTRING,ability to feast on blood,흡혈 능력
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:NAME:SINGULAR,mosquito,모기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:NAME:PLURAL,mosquitos,모기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:NAME:ADJECTIVE,mosquito,모기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:DESCRIPTION,A tiny pest insect.  It uses its long nose to suck blood from its host.,"아주 작은 해충으로, 긴 코로 숙주의 피를 빨아먹습니다."
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Maximum Flight Speed,최대 비행 속도
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Faster Flight,더 빠른 비행
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Fast Flight,빠른 비행
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Fly,비행
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Slow Flight,느린 비행
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Hover,호버링
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,전속력 기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 기어가기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,전속력 기어오르기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 기어오르기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 기어오르기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,기어오르기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 기어오르기
CREATURE:MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,붙어서 기어오르기
CREATURE:MOSQUITO:FEMALE,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:MOSQUITO:FEMALE,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:MOSQUITO_MAN,CREATURE:NAME:SINGULAR,mosquito man,모기인간
CREATURE:MOSQUITO_MAN,CREATURE:NAME:PLURAL,mosquito men,모기인간들
CREATURE:MOSQUITO_MAN,CREATURE:NAME:ADJECTIVE,mosquito man,모기인간
CREATURE:MOSQUITO_MAN,CREATURE:PREFSTRING,high-pitched buzz,고음의 윙윙거리는 소리
CREATURE:MOSQUITO_MAN,CREATURE:PREFSTRING,ability to feast on blood,피를 빨아먹는 능력
CREATURE:MOSQUITO_MAN,CREATURE:INTERACTION:NAME,Pet animal,동물 쓰다듬기
CREATURE:MOSQUITO_MAN,CREATURE:INTERACTION:VERB:SELF,pet,쓰다듬는다
CREATURE:MOSQUITO_MAN,CREATURE:INTERACTION:VERB:OTHER,pets,쓰다듬는다
CREATURE:MOSQUITO_MAN,CREATURE:INTERACTION:VERB:MUTUAL,pets,서로 쓰다듬는다
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:DESCRIPTION,A person with the head and wings of a mosquito.,모기 머리와 날개를 가진 인간형 생물이다.
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,punch,친다
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,punches,친다
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,kick,찬다
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,kicks,찬다
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴질
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Maximum Flight Speed,최대 비행 속도
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Faster Flight,더 빠른 비행
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Fast Flight,빠른 비행
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Fly,비행
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Slow Flight,느린 비행
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:FLY,Hover,호버링
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,허둥지둥 기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 기어가기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,허둥지둥 오르기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 오르기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 오르기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,오르기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 오르기
CREATURE:MOSQUITO_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,살금살금 오르기
CREATURE:MOSQUITO_MAN:FEMALE,CREATURE:CASTE:NAME:SINGULAR,mosquito woman,암컷 모기 인간
CREATURE:MOSQUITO_MAN:FEMALE,CREATURE:CASTE:NAME:PLURAL,mosquito women,암컷 모기 인간
CREATURE:MOSQUITO_MAN:FEMALE,CREATURE:CASTE:NAME:ADJECTIVE,mosquito woman,암컷 모기 인간
CREATURE:MOSQUITO_MAN:FEMALE,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:MOSQUITO_MAN:FEMALE,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:MOSQUITO_MAN:MALE,CREATURE:CASTE:NAME:SINGULAR,mosquito man,수컷 모기 인간
CREATURE:MOSQUITO_MAN:MALE,CREATURE:CASTE:NAME:PLURAL,mosquito men,수컷 모기 인간
CREATURE:MOSQUITO_MAN:MALE,CREATURE:CASTE:NAME:ADJECTIVE,mosquito man,수컷 모기 인간
CREATURE:GIANT_MOSQUITO,CREATURE:NAME:SINGULAR,giant mosquito,거대 모기
CREATURE:GIANT_MOSQUITO,CREATURE:NAME:PLURAL,giant mosquitos,거대 모기
CREATURE:GIANT_MOSQUITO,CREATURE:NAME:ADJECTIVE,giant mosquito,거대 모기
CREATURE:GIANT_MOSQUITO,CREATURE:PREFSTRING,high-pitched buzz,고음의 윙윙거림
CREATURE:GIANT_MOSQUITO,CREATURE:PREFSTRING,ability to feast on blood,피를 빨아먹는 능력
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:NAME:SINGULAR,giant mosquito,거대 모기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:NAME:PLURAL,giant mosquitos,거대 모기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:NAME:ADJECTIVE,giant mosquito,거대 모기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:DESCRIPTION,A huge monster in the shape of a mosquito.,"모기 형태의 거대한 괴물로, 모습이 모기를 닮았다."
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Maximum Flight Speed,최대 비행 속도
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Faster Flight,더 빠른 비행
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Fast Flight,빠른 비행
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Fly,비행
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Slow Flight,느린 비행
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:FLY,Hover,정지 비행
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,허둥지둥 기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 기어가기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,허둥지둥 기어오르기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 기어오르기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 기어오르기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,기어오르기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 기어오르기
CREATURE:GIANT_MOSQUITO:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,달라붙어 기어오르기
CREATURE:GIANT_MOSQUITO:FEMALE,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:GIANT_MOSQUITO:FEMALE,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:SPIDER_JUMPING,CREATURE:NAME:SINGULAR,jumping spider,깡충거미
CREATURE:SPIDER_JUMPING,CREATURE:NAME:PLURAL,jumping spiders,깡충거미
CREATURE:SPIDER_JUMPING,CREATURE:NAME:ADJECTIVE,jumping spider,깡충거미
CREATURE:SPIDER_JUMPING,CREATURE:PREFSTRING,striking appearance,눈에 띄는 외모
CREATURE:SPIDER_JUMPING,CREATURE:PREFSTRING,ability to leap,도약 능력
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:NAME:SINGULAR,jumping spider,깡충거미
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:NAME:PLURAL,jumping spiders,깡충거미
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:NAME:ADJECTIVE,jumping spider,깡충거미
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:DESCRIPTION,A tiny black bug that lacks a web but can leap short distances.,작은 검은 벌레로，거미줄이 없고，짧은 거리를 뛰어오를 수 있다。
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,허둥지둥 기어가기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 기어가기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 기어가기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,기어가기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 기어가기
CREATURE:SPIDER_JUMPING:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 기어가기
CREATURE:JUMPING_SPIDER_MAN,CREATURE:NAME:SINGULAR,jumping spider man,깡충거미 인간
CREATURE:JUMPING_SPIDER_MAN,CREATURE:NAME:PLURAL,jumping spider men,깡충거미 인간
CREATURE:JUMPING_SPIDER_MAN,CREATURE:NAME:ADJECTIVE,jumping spider man,깡충거미 인간
CREATURE:JUMPING_SPIDER_MAN,CREATURE:PREFSTRING,striking appearance,눈에 띄는 외모
CREATURE:JUMPING_SPIDER_MAN,CREATURE:PREFSTRING,ability to leap,도약 능력
CREATURE:JUMPING_SPIDER_MAN,CREATURE:INTERACTION:NAME,Pet animal,동물 쓰다듬기
CREATURE:JUMPING_SPIDER_MAN,CREATURE:INTERACTION:VERB:SELF,pet,쓰다듬는다
CREATURE:JUMPING_SPIDER_MAN,CREATURE:INTERACTION:VERB:OTHER,pets,쓰다듬는다
CREATURE:JUMPING_SPIDER_MAN,CREATURE:INTERACTION:VERB:MUTUAL,pets,서로 쓰다듬는다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:DESCRIPTION,A person with the head and arms of a jumping spider.,깡충거미의 머리와 두 팔을 가진 인간형 생물이다。
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,punch,때린다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,punches,때린다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,kick,찬다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,kicks,찬다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴질
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Sprint,전력 질주
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Run,달리기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Jog,조깅
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Stroll,산책
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Creep,살금살금 걷기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,기어넘기기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 등반
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 등반
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,등반
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 등반
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,붙어서 오르기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:JUMPING_SPIDER_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,꿈틀꿈틀 기어가기
CREATURE:JUMPING_SPIDER_MAN:FEMALE,CREATURE:CASTE:NAME:SINGULAR,jumping spider woman,암컷 도약거미인
CREATURE:JUMPING_SPIDER_MAN:FEMALE,CREATURE:CASTE:NAME:PLURAL,jumping spider women,암컷 도약거미인
CREATURE:JUMPING_SPIDER_MAN:FEMALE,CREATURE:CASTE:NAME:ADJECTIVE,jumping spider woman,암컷 도약거미인
CREATURE:JUMPING_SPIDER_MAN:MALE,CREATURE:CASTE:NAME:SINGULAR,jumping spider man,수컷 도약거미인
CREATURE:JUMPING_SPIDER_MAN:MALE,CREATURE:CASTE:NAME:PLURAL,jumping spider men,수컷 도약거미인
CREATURE:JUMPING_SPIDER_MAN:MALE,CREATURE:CASTE:NAME:ADJECTIVE,jumping spider man,수컷 도약거미인
CREATURE:GIANT_JUMPING_SPIDER,CREATURE:NAME:SINGULAR,giant jumping spider,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER,CREATURE:NAME:PLURAL,giant jumping spiders,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER,CREATURE:NAME:ADJECTIVE,giant jumping spider,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER,CREATURE:PREFSTRING,striking appearance,눈에 띄는 외모
CREATURE:GIANT_JUMPING_SPIDER,CREATURE:PREFSTRING,ability to leap,도약 능력
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:NAME:SINGULAR,giant jumping spider,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:NAME:PLURAL,giant jumping spiders,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:NAME:ADJECTIVE,giant jumping spider,거대 도약거미
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:DESCRIPTION,A huge monster in the form of a jumping spider.,도약거미 형태의 거대한 괴물이다.
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴질
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:GIANT_JUMPING_SPIDER:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,기어다니기
CREATURE:TERMITE,CREATURE:NAME:SINGULAR,termite,흰개미
CREATURE:TERMITE,CREATURE:NAME:PLURAL,termites,흰개미
CREATURE:TERMITE,CREATURE:NAME:ADJECTIVE,termite,흰개미
CREATURE:TERMITE,CREATURE:PREFSTRING,industrious nature,근면성
CREATURE:TERMITE,CREATURE:PREFSTRING,ability to devour wood,목재를 먹어치우는 능력
CREATURE:TERMITE:ALL,CREATURE:CASTE:DESCRIPTION,A tiny insect capable of destroying large wooden structures when in large numbers.,"작은 곤충으로, 무리를 이루면 거대한 목조 구조물을 파괴할 수 있다."
CREATURE:TERMITE:ALL,CREATURE:CASTE:TLCM:SINGULAR,chitin,키틴
CREATURE:TERMITE:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:TERMITE:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,기어다니기
CREATURE:TERMITE:WORKER,CREATURE:CASTE:NAME:SINGULAR,worker termite,흰개미 일꾼
CREATURE:TERMITE:WORKER,CREATURE:CASTE:NAME:PLURAL,worker termites,흰개미 일꾼
CREATURE:TERMITE:WORKER,CREATURE:CASTE:NAME:ADJECTIVE,worker termite,흰개미 일꾼
CREATURE:TERMITE:SOLDIER,CREATURE:CASTE:NAME:SINGULAR,soldier termite,흰개미 병정
CREATURE:TERMITE:SOLDIER,CREATURE:CASTE:NAME:PLURAL,soldier termites,흰개미 병정
CREATURE:TERMITE:SOLDIER,CREATURE:CASTE:NAME:ADJECTIVE,soldier termite,흰개미 병정
CREATURE:TERMITE:KING,CREATURE:CASTE:NAME:SINGULAR,king termite,흰개미 왕
