group,key,npl,adj,ssg,spl,rtn,tkn,hbn,lbn,tgn,cpn,name,name_translation
trees,PLANT:SPORE_TREE,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,spore tree,孢子树
trees,PLANT:BLOOD_THORN,CPY,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,blood thorn,血荆棘
trees,PLANT:GLUMPRONG,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,glumprong,紫影树
trees,PLANT:FEATHER,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,feather tree,羽毛树
trees,PLANT:HIGHWOOD,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,highwood,极树
trees,PLANT:LARCH,ESP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,larch,落叶松
trees,PLANT:CHESTNUT,STP,CPY,CPY,STP,STD,STD,STD,STD,STD,STD,chestnut,板栗树
trees,PLANT:ALDER,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,alder,桤树
trees,PLANT:BIRCH,ESP,ENA,IGN,CPY,STD,STD,STD,STD,STD,STD,birch,桦树
trees,PLANT:ASH,ESP,ENA,IGN,CPY,STD,STD,STD,STD,STD,STD,ash,白蜡树
trees,PLANT:CANDLENUT,STP,CPY,CPY,STP,STD,STD,STD,STD,STD,STD,candlenut,石栗
trees,PLANT:MANGO,STP,CPY,TPP,STP,STD,STD,STD,STD,STD,STD,mango tree,芒果树
trees,PLANT:RUBBER,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,rubber tree,橡胶树
trees,PLANT:CACAO,STP,CPY,TBN,STP,STD,STD,STD,STD,STD,STD,cacao tree,可可树
trees,PLANT:PALM,STP,CPY,IGN,CPY,STD,STD,STD,STD,STD,STD,coconut palm,椰棕榈
