help_id,help_name,section_id,title,title_translation,document,document_translation
18,POPUP_JUSTICE,0,Justice,司法,"If you have a law enforcement administrator like a [C:5:0:0]Sheriff[C:7:0:0] or [C:5:0:0]Captain of the Guard[C:7:0:0], witnesses of crimes will make reports, which find their way here. Certain crimes are indicative of larger problems, so you should pay attention to them, and affected victims and family members get upset if crime is ignored.[B]It's up to you to choose whom to convict. All available witness information is presented for each case. You can also interrogate suspects. This is particularly important for schemes where the witnesses might not have the full story.[B]It is recommended to place a certain number of [C:6:0:0]Cages[C:7:0:0] and [C:6:0:0]Chains[C:7:0:0] and assign them to a [C:3:0:0]Dungeon[C:7:0:0] zone. Officers may opt for physical punishment if they cannot carry out custodial sentences.",如果你有像[C:5:0:0]警长[C:7:0:0]或[C:5:0:0]警卫队队长[C:7:0:0]这样的执法管理员，犯罪行为的目击者会提交报告给他们，并显示在该界面。某些犯罪行为的背后可能隐含着更严重的问题，因此你应该多加注意。如果犯罪行为被忽视，受害者和他们的家属会感到不满。[B]谁应被定罪是由你决定的。每个案件的所有可用目击信息都会被呈现。你也可以对嫌疑人进行审问，这对于目击信息不全面充分的案件尤为重要。[B]建议你放置一定数量的[C:6:0:0]笼子[C:7:0:0]和[C:6:0:0]链条[C:7:0:0]并将它们所在区域指定为[C:3:0:0]地牢[C:7:0:0]功能区。如果拘禁判决没有地牢可执行，则执法人员可能会选择体罚。
19,POPUP_SQUADS,0,Squads,分队,"This is the squad menu. Here you can create squads, fill their positions, assign equipment and schedules, and give specific orders.[B]It is recommended that you prepare a squad and get them training as soon as you can. You have no idea what's lurking out there.",这是军事分队菜单。在这里，你可以创建分队、分配分队中的位置、调整装备和安排日程，还可以下达具体的命令。[B]建议你尽快配置好一个分队并让他们开始训练。有备，则无患。
20,POPUP_WORLD,0,The World,世界,"The world created at the beginning of the game is active, and others may take an interest in your outpost as it grows. Stolen [C:6:0:1]Artifacts[C:7:0:0] and kidnapped citizens can be recovered by preparing missions from this screen. [B]You can also cause trouble if you'd like to raid your neighbors. Raids are created by clicking on any site not belonging to your civilization.",在游戏开始时创建的世界是活跃的，随着你的要塞逐渐发展，其他势力可能会对其产生兴趣。被盗的[C:6:0:1]神器[C:7:0:0]和被绑架的公民可以在这个界面中通过开展任务来找回。[B]如果你想制造点麻烦，你也可以在此处发起对邻居的袭击行动，这能通过点击任何不属于你文明的地点来进行。
21,POPUP_WORK_ORDERS,0,Work orders,工作订单,"Work orders are used to automate [C:3:0:1]Tasks[C:7:0:0] in [C:6:0:0]Workshops[C:7:0:0]. These work orders are set to complete a certain number of [C:3:0:1]Tasks[C:7:0:0] and can be given start conditions.[B]For instance, you can create an order to [C:3:0:1]Make Wooden Bins[C:7:0:0] if you are out of empty ones, to [C:3:0:1]Brew Drinks[C:7:0:0] if you are running low, or to [C:3:0:1]Make Five Statues[C:7:0:0] every month.[B]You can limit work orders to a number of [C:6:0:0]Workshops[C:7:0:0]. You can also create work orders at specific [C:6:0:0]Workshops[C:7:0:0] from their building sheet. The system is reasonably powerful and you can eventually automate almost all of your production if you wish.",工作订单用于制定自动化生产[C:3:0:1]任务[C:7:0:0]并下发给[C:6:0:0]工坊[C:7:0:0]。这些工作订单可被设定为一次性完成一定数量的[C:3:0:1]任务[C:7:0:0]，并可以设定订单启动条件。[B]例如，如果要塞里面没有空储物箱了，你就可以创建一个订单以[C:3:0:1]制作木制储物箱[C:7:0:0]；如果饮料快见底了，可以创建一个订单以[C:3:0:1]酿造饮品[C:7:0:0]；或者干脆下个每月[C:3:0:1]制作五个雕像[C:7:0:0]的订单。[B]你可以将工作订单限制在一定数量的[C:6:0:0]工坊[C:7:0:0]中。你也可以在特定的[C:6:0:0]工坊[C:7:0:0]的建筑页面上创建工作订单。这个系统相当强大，如果你愿意，最终你治下的几乎所有生产都可以实现自动化。
30,GUIDE_SURVIVAL,0,Survival,设法生存,"In order to keep your citizens alive in the unforgiving wilderness they will need shelter, drink, and food.[B]Use the arrow at the top of this window to minimize the tutorial when it obscures your view. ",为了让你的居民在严酷的荒野中生存，他们需要避难所、饮水和食物。[B]如果本教程界面遮挡了你的视野，你可以通过按下顶部的箭头以最小化本窗口。
30,GUIDE_SURVIVAL,1,,,[C:7:0:1]Shelter[C:7:0:0][B]By now you should have a room underground where your residents can hide from the creatures above. To make sure they spend their free time down there you will need to use the [C:5:0:1]Zones[C:7:0:0] menu to create a [C:3:0:0]Meeting Area[C:7:0:0]. Later you may try the [C:5:0:1]Burrows[C:7:0:0] menu to create a safe place for your civilians to hide when real trouble comes.,[C:7:0:1]避难所[C:7:0:0][B]到现在为止，你应该已经有了一个地下空间，供你的居民躲避地上的生物。为了确保他们在空闲时间也待在地下空间，你需要使用[C:5:0:1]功能区[C:7:0:0]菜单创建一个[C:3:0:0]集会区[C:7:0:0]。稍后你可以尝试使用[C:5:0:1]活动区[C:7:0:0]菜单，为你的平民创建一个安全的藏身之处，以应对真正的危险。
30,GUIDE_SURVIVAL,2,,,"[C:7:0:1]Labor[C:7:0:0][B]Some essential tasks must be assigned from the [C:5:0:1]Labor[C:7:0:0] menu. Click here and make sure you have a [C:2:0:0]Miner[C:7:0:0], [C:2:0:0]Woodcutter[C:7:0:0], and [C:2:0:0]Fisherdwarf[C:7:0:0]. [B]If you haven't suffered any casualties, you should have these labors assigned already. But if one of these brave workers falls, you'll need to assign somebody to these duties.",[C:7:0:1]劳动[C:7:0:0][B]一些关键任务必须在[C:5:0:1]劳动[C:7:0:0]界面进行分配。点击这里并确保你至少有一个[C:2:0:0]矿工[C:7:0:0]、一个[C:2:0:0]伐木工[C:7:0:0]和一个[C:2:0:0]钓鱼矮人[C:7:0:0]。[B]如果你直到现在还未有任何矮人损失，这几个劳动应该已经在一开始就分配好了。但如果这些一开始分配好的勇敢工人其中有人倒下了，你就需要为这些工作重新分配人员。
30,GUIDE_SURVIVAL,3,,,"[C:7:0:1]Drink[C:7:0:0][B]There are two ways to make drinks for your residents.[B]The main way is by brewing alcohol. This is done by building a [C:6:0:0]Still[C:7:0:0] from the [C:5:0:1]Build[C:7:0:0] menu using [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Still[C:7:0:0]. [B]Once the [C:6:0:0]Still[C:7:0:0] is constructed, click on it and add the task [C:3:0:1]Brew Drink from Plant (or fruit)[C:7:0:0].  If you have no suitable [C:6:0:1]Plants[C:7:0:0], you may try [C:5:0:1]Planting[C:7:0:0] or [C:5:0:1]Gathering[C:7:0:0]. The task also requires a [C:6:0:1]Barrel[C:7:0:0] from the [C:6:0:0]Carpenter's Workshop[C:7:0:0]. [B]If you survive until the caravan comes you may also trade for [C:6:0:1]Drinks[C:7:0:0] or [C:6:0:1]Plants[C:7:0:0] there.  The number of [C:6:0:1]Drink[C:7:0:0] rations can be seen at the top of the screen.[B]Absent alcohol and in warmer weather, you can designate a [C:3:0:0]Water Source[C:7:0:0] from the [C:5:0:1]Zones[C:7:0:0] menu at a river or pond, so that your residents have water to drink.  You'll want one of these anyway for other purposes, like cleaning and certain [C:6:0:0]Workshop[C:7:0:0] tasks.  You may find water underground.",[C:7:0:1]饮品[C:7:0:0][B]有两种方法可以为要塞居民制造饮品。[B]主要的方法是酿造酒精。通过在[C:5:0:1]建筑[C:7:0:0]菜单中选择[C:5:0:1]工坊[C:7:0:0]->[C:5:0:1]农业[C:7:0:0]->[C:5:0:1]蒸馏器[C:7:0:0]来建造一个[C:6:0:0]蒸馏器[C:7:0:0]。 [B]当 [C:6:0:0]蒸馏器[C:7:0:0]建好后，点击它并添加任务“[C:3:0:1]从植物（或水果）中酿造饮品[C:7:0:0]”。如果没有合适的[C:6:0:1]植物[C:7:0:0]，你可以尝试[C:5:0:1]种植[C:7:0:0]或[C:5:0:1]采集[C:7:0:0]以获取。这个任务还需要一个[C:6:0:1]圆桶[C:7:0:0]，它可以从[C:6:0:0]木匠工坊[C:7:0:0]中生产。[B]如果你能撑到商队到来，你也可以交易获取[C:6:0:1]饮品[C:7:0:0]或可酿造的[C:6:0:1]植物[C:7:0:0]。饮品的储量可以在屏幕顶部看到。[B]天气较暖时，如果酒精实在短缺，你可以设置一个[C:5:0:1]区域[C:7:0:0]菜单中的[C:3:0:0]取水处[C:7:0:0]到河流或者池塘地块上，以确保你的居民有水可饮。反正为了其他用途你无论如何也得设置一个取水处，比如清洁，以及某些[C:6:0:0]工坊[C:7:0:0]中的任务。你也可能会在地下找到水源。
31,GUIDE_PLANTING,0,Planting,农业,"There's some food on the embark [C:6:0:0]Wagon[C:7:0:0], and you can trade for food, but you can also grow your own. [B]The [C:6:0:0]Wagon[C:7:0:0] comes with some [C:6:0:1]Seeds[C:7:0:0], but as you might expect, these crops must be grown underground![B]Using [C:5:0:1]Mining[C:7:0:0] orders, you'll need to carve out a rectangular area underground for your [C:6:0:0]Farmplot[C:7:0:0]. [B]The underground rectangle must be near the surface, where there is soil (loam, clay, or sand.) One level down should suffice, before you hit rock. The highest mountain elevations do not have soil. [B]Make sure to leave the ceiling above intact so the underground soil doesn't receive any sunlight.",出发时自带的 [C:6:0:0]马车[C:7:0:0] 上有一些食物，你可以通过交易获取食物，但你也可以自己种植。[B]这辆 [C:6:0:0]马车[C:7:0:0] 配有一些 [C:6:0:1]种子[C:7:0:0]，但正跟你想得一样，这些作物必须在地下种植！[B]使用 [C:5:0:1]采矿[C:7:0:0] 命令，你需要在地下挖掘出一个矩形区域，用于放置 [C:6:0:0]农田[C:7:0:0]。[B]这个地下矩形区域必须靠近地表，有土壤（如壤土、粘土或沙土）。在你触及岩石之前，向下挖掘一层就足够了。最高山脉的海拔处没有土壤。[B]确保保留上方的天花板，以避免地下土壤接触阳光。
31,GUIDE_PLANTING,1,,,"With a subterranean soil floor exposed, you can place an underground [C:6:0:0]Farmplot[C:7:0:0]. This isn't rich soil, but will suffice for now.  Dig deeper to find better soil. [B]Select [C:5:0:1]Farmplot[C:7:0:0] from the [C:5:0:1]Build[C:7:0:0] menu.  It's in [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Farmplot[C:7:0:0].  Place the [C:6:0:0]Farmplot[C:7:0:0] on the subterranean soil.",在发掘出的地下土壤层上，你可以放置一片地下 [C:6:0:0]农田[C:7:0:0]。这样的土壤虽然不算富饶，但眼下也够用了。你可以继续挖掘，以找到条件更好的土壤。[B]从 [C:5:0:1]建筑[C:7:0:0] 菜单中选择 [C:5:0:1]农田[C:7:0:0]。它位于 [C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]农业[C:7:0:0] -> [C:5:0:1]农田[C:7:0:0]。将 [C:6:0:0]农田[C:7:0:0] 放置在地下土壤地块上。
31,GUIDE_PLANTING,2,,,"You need to select the crops to be grown each season. Click on the [C:6:0:0]Farmplot[C:7:0:0] you placed to pull up the [C:5:0:1]Farming[C:7:0:0] menu.[B][C:6:0:1]Plump Helmets[C:7:0:0] are edible and the default [C:6:0:0]Wagon[C:7:0:0] comes with [C:6:0:1]Plump Helmet Spawn[C:7:0:0], which are their ""seeds"".[B]Note that you can obtain aboveground [C:6:0:1]Seeds[C:7:0:0] from trade or by eating gathered [C:6:0:1]Plants[C:7:0:0], but aboveground farming exposes your [C:2:0:0]Planters[C:7:0:0] to dangers and the elements.",你需要选择每个季节要种植的作物。点击你建造的的 [C:6:0:0]农田[C:7:0:0] 以打开 [C:5:0:1]农业[C:7:0:0] 菜单。[B][C:6:0:1]肉盔菇[C:7:0:0] 是可食用的，默认的 [C:6:0:0]马车[C:7:0:0] 配备有 [C:6:0:1]肉盔菇菌种[C:7:0:0]，即它们的“种子”。[B]注意，你可以通过交易或食用采集的 [C:6:0:1]植物[C:7:0:0] 来获得地面上的 [C:6:0:1]种子[C:7:0:0]，但地面种植会使你的 [C:2:0:0]农夫[C:7:0:0] 暴露于危险和自然环境中。
31,GUIDE_PLANTING,3,,,"Now your [C:2:0:0]Planters[C:7:0:0], those that can access both the [C:6:0:0]Farmplot[C:7:0:0] and the [C:6:0:1]Spawn[C:7:0:0], will plant the field, and after a period of growth, they'll be harvested. [B]If you'd like to focus a few of your citizens on farming, which gives skill benefits, you can assign them to the [C:2:0:0]Planters[C:7:0:0] work detail from the [C:5:0:1]Labor[C:7:0:0] menu. [B][C:6:0:1]Fertilizer[C:7:0:0] and skilled [C:2:0:0]Planters[C:7:0:0] have a direct impact on crop yield. These effects are more pronounced deep underground where you can locate the cavern biome and its rich soil.[B][C:6:0:1]Potash[C:7:0:0] is the fertilizer of choice, and it can be created in the [C:6:0:0]Ashery[C:7:0:0], using [C:6:0:1]Ash[C:7:0:0] from [C:6:0:1]Wood[C:7:0:0] burned in a [C:6:0:0]Wood Furnace[C:7:0:0].  A [C:3:0:0]Water Source[C:7:0:0] zone and a [C:6:0:1]Bucket[C:7:0:0] are also required. [C:6:0:1]Fertilizer[C:7:0:0] is not needed to farm.",现在你的 [C:2:0:0]农夫[C:7:0:0]，那些既能进入 [C:6:0:0]农田[C:7:0:0] 又能进入 [C:6:0:1]种子[C:7:0:0] 的工人，将会开始播种，经过一段生长时间后，作物就可以收获。[B]如果你希望让你的一部分矮人专注于农业来获得技能加成，你可以从 [C:5:0:1]劳动[C:7:0:0] 菜单中将一些公民分配到 [C:2:0:0]农夫[C:7:0:0] 的细分工作中。[B][C:6:0:1]肥料[C:7:0:0] 和熟练的 [C:2:0:0]农民[C:7:0:0] 对作物产量有直接影响。这些效果在地下深处更为明显，在那里你可以找到洞穴生物群落及其丰富的土壤。[B][C:6:0:1]草木灰[C:7:0:0] 就是肥料，可以在 [C:6:0:0]堆灰场[C:7:0:0] 中制作，制作肥料需要从 [C:6:0:1]木材[C:7:0:0] 燃烧中获得的 [C:6:0:1]灰烬[C:7:0:0]。还需要一个 [C:3:0:0]水源[C:7:0:0] 区域和一个 [C:6:0:1]桶[C:7:0:0]。 [C:6:0:1]肥料[C:7:0:0] 不是进行耕作的必需品。
32,GUIDE_OTHER_FOOD_SOURCES,0,Other food sources,其他食物来源,"[C:7:0:1]Fishing[C:7:0:0][B]If there is a river or pond nearby you may consider fishing.  If the water isn't frozen, a worker with the fishing labor assigned will begin fishing automatically.[B]You can optionally choose to designate a [C:3:0:0]Fishing[C:7:0:0] zone if you don't want your workers going far afield.[B]Remember, your workers do not eat raw fish!  You must build a [C:6:0:0]Fishery[C:7:0:0] to prepare them. Do this by selecting [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Fishery[C:7:0:0].",[C:7:0:1]钓鱼[C:7:0:0][B]如果附近有河流或池塘，你可以考虑进行钓鱼。如果水没有结冰，分配了钓鱼劳动的工人将会自动开始钓鱼。[B]如果你不想让工人跑得太远，你可以选择指定一个 [C:3:0:0]钓鱼[C:7:0:0] 区域。[B]记住，你的工人不能吃生鱼！你必须建造一个 [C:6:0:0]渔场[C:7:0:0] 来处理鱼。通过选择 [C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]农业[C:7:0:0] -> [C:5:0:1]渔场[C:7:0:0] 来完成建造。
32,GUIDE_OTHER_FOOD_SOURCES,1,,,[C:7:0:1]Gathering[C:7:0:0][B]It is possible to survive by gathering plants outside.  Do this by selecting the [C:5:0:1]Gathering[C:7:0:0] order. Then draw a rectangle over the bushes you wish to search.,[C:7:0:1]采集[C:7:0:0][B]你可以通过在要塞外面的草地上采集植物来生存。选择 [C:5:0:1]采集[C:7:0:0] 命令，然后在你希望搜索的灌木丛上绘制一个矩形。
32,GUIDE_OTHER_FOOD_SOURCES,2,,,"[C:7:0:1]Butchering[C:7:0:0][B][C:6:0:1]Meat[C:7:0:0] from [C:2:0:0]Livestock[C:7:0:0] you slaughter is a source of food. [B]To slaughter an [C:2:0:0]Animal[C:7:0:0] you must first build a [C:6:0:0]Butcher's Shop[C:7:0:0]. Do this by selecting the building in [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Farming[C:7:0:0] -> [C:5:0:1]Butcher[C:7:0:0]. [B]Once the shop is built, open the [C:5:0:1]Creatures[C:7:0:0] info menu.  From there select the [C:5:0:1]Pets/Livestock[C:7:0:0] tab. There you can select which [C:2:0:0]Animals[C:7:0:0] to slaughter.  You may need to minimize the tutorial to see the [C:5:0:1]Slaughter[C:7:0:0] buttons.[B]Note that some [C:2:0:0]Livestock[C:7:0:0] must eat vegetation to survive. To keep them alive use the [C:3:0:0]Pen/Pasture[C:7:0:0] zone from the [C:5:0:1]Zones[C:7:0:0] menu to select a section of grass and click the add button to assign the [C:2:0:0]Animals[C:7:0:0].",[C:7:0:1]屠宰[C:7:0:0][B]从你屠宰的 [C:2:0:0]牲畜[C:7:0:0] 中获得的 [C:6:0:1]肉类[C:7:0:0] 是一种食物来源。[B]要屠宰 [C:2:0:0]动物[C:7:0:0]，你必须先建造 [C:6:0:0]屠宰场[C:7:0:0]。在 [C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]农业[C:7:0:0] -> [C:5:0:1]屠夫[C:7:0:0] 中选择该建筑来完成建造。[B]一旦屠宰场建好，就可以打开 [C:5:0:1]生物[C:7:0:0] 信息菜单，从那里选择 [C:5:0:1]宠物/牲畜[C:7:0:0] 标签。你可以在这里选择要屠宰的 [C:2:0:0]动物[C:7:0:0]。你可能需要最小化教程才能看到 [C:5:0:1]屠宰[C:7:0:0] 按钮。[B]注意，一些 [C:2:0:0]牲畜[C:7:0:0] 必须吃植物才能生存。为了保持它们的生命，使用 [C:3:0:0]圈舍/牧场[C:7:0:0] 区域，从 [C:5:0:1]区域[C:7:0:0] 菜单中选择一片草地，然后点击添加按钮将 [C:2:0:0]动物[C:7:0:0] 分配到那里。
33,GUIDE_BINS_BAGS_AND_BARRELS,0,"Bins, bags, and barrels",储物容器,"If you find that your stockpiles are filling up too fast, you can create room by building [C:6:0:1]Bins[C:7:0:0], [C:6:0:1]Barrels[C:7:0:0], and [C:6:0:1]Bags[C:7:0:0].  [C:6:0:1]Barrels[C:7:0:0] are used to store [C:6:0:1]Food[C:7:0:0].  [C:6:0:1]Bags[C:7:0:0] are used to store [C:6:0:1]Seeds[C:7:0:0] (and some other things like [C:6:0:1]Sand[C:7:0:0]).  [C:6:0:1]Bins[C:7:0:0] hold just about everything else except [C:6:0:1]Furniture[C:7:0:0], [C:6:0:1]Wood[C:7:0:0] and [C:6:0:1]Boulders[C:7:0:0]. [B]The [C:6:0:0]Carpenter's Workshop[C:7:0:0] is the best place to make lightweight [C:6:0:1]Bins[C:7:0:0] and [C:6:0:1]Barrels[C:7:0:0], but they can also be made at the [C:6:0:0]Stoneworker's Shop[C:7:0:0] and the [C:6:0:0]Metalsmith's Forge[C:7:0:0].  [C:6:0:1]Bags[C:7:0:0] are created at the [C:6:0:0]Clothier's Shop[C:7:0:0] or the [C:6:0:0]Leatherworks[C:7:0:0].",如果你发现库存满得太快，可以通过制作 [C:6:0:1]箱子[C:7:0:0]、[C:6:0:1]桶[C:7:0:0] 和 [C:6:0:1]袋子[C:7:0:0] 来节约空间。[C:6:0:1]桶[C:7:0:0] 用于储存 [C:6:0:1]食物[C:7:0:0]。[C:6:0:1]袋子[C:7:0:0] 用于储存 [C:6:0:1]种子[C:7:0:0]（以及一些其他东西，比如 [C:6:0:1]沙子[C:7:0:0]）。[C:6:0:1]箱子[C:7:0:0] 用于存放几乎所有其他物品，除了 [C:6:0:1]家具[C:7:0:0]、[C:6:0:1]木材[C:7:0:0] 和 [C:6:0:1]开采产生的巨石[C:7:0:0]。[B][C:6:0:0]木匠作坊[C:7:0:0] 是制作轻型 [C:6:0:1]箱子[C:7:0:0] 和 [C:6:0:1]桶[C:7:0:0] 的最佳地方，但它们也可以在 [C:6:0:0]石匠工坊[C:7:0:0] 和 [C:6:0:0]锻造间[C:7:0:0] 制作。[C:6:0:1]袋子[C:7:0:0] 则在 [C:6:0:0]裁缝铺[C:7:0:0] 或 [C:6:0:0]皮革作坊[C:7:0:0] 制作。
34,GUIDE_TRADE,0,Trade,贸易,"When the caravan arrives at the [C:6:0:0]Trade Depot[C:7:0:0], you must click on the depot and select [C:5:0:1]""Bring Goods to Depot""[C:7:0:0]. Here you can select which goods you wish to trade.  After everyone has brought their goods you can select [C:5:0:1]""Trade""[C:7:0:0].  Don't worry if you have no [C:5:0:0]Broker[C:7:0:0], just select [C:5:0:1]""Anyone can Trade""[C:7:0:0].  You cannot trade until your [C:5:0:0]Broker[C:7:0:0] or another resident arrives at the depot.[B]When trading you select which goods you want from the list on the left, and which goods of yours to trade from the list on the right.  Then hit [C:5:0:1]""Trade""[C:7:0:0].  The trader will accept if the deal is fair and they can carry away the weight of the things you are selling.[B]Note that if you have a [C:5:0:0]Broker[C:7:0:0] the value of each good with be shown if their skill is high enough.",当商队到达 [C:6:0:0]贸易站[C:7:0:0] 时，你必须点击贸易站并选择 [C:5:0:1]“将物品送到贸易站”[C:7:0:0]。在这里，你可以选择你希望交易的物品。所有物品运送完毕后，你可以选择 [C:5:0:1]“交易”[C:7:0:0]。如果没有 [C:5:0:0]交易官[C:7:0:0]，也不用担心，只需选择 [C:5:0:1]“任何人都可以交易”[C:7:0:0]。在 [C:5:0:0]交易官[C:7:0:0] 或其他居民到达贸易站之前，你不能进行交易。[B]在交易时，你需要从左侧的列表中选择你想要的物品，从右侧的列表中选择你要交易的物品。然后点击 [C:5:0:1]“交易”[C:7:0:0]。如果交易公平，并且商人能够搬得动你出售的物品，他们就会接受交易。[B]注意，如果你有 [C:5:0:0]交易官[C:7:0:0]，且其技能足够高，每件物品的价值将会显示出来。
35,GUIDE_OFFICES,0,Offices and administrative work,办公室,"In order for some functions to be used, like work orders or bookkeeping, [C:5:0:0]Administrators[C:7:0:0] must be assigned. To do this select the [C:5:0:1]Nobles and administrators[C:7:0:0] menu and click the add button to assign somebody. [B]Some [C:5:0:0]Administrators[C:7:0:0] will require [C:3:0:0]Offices[C:7:0:0] to perform their work. You can create these with [C:5:0:1]Zones[C:7:0:0] -> [C:5:0:1]Office[C:7:0:0]. The [C:3:0:0]Zone[C:7:0:0] you select must contain a [C:6:0:0]Chair[C:7:0:0], or you can paint a [C:3:0:0]Zone[C:7:0:0] and place a [C:6:0:0]Chair[C:7:0:0] later. Remember to assign the [C:5:0:0]Administrator[C:7:0:0] to the [C:3:0:0]Office[C:7:0:0].[B]Other nobles may appear or be assigned as the game progresses.  Use the [C:5:0:1]Nobles and administrators[C:7:0:0] menu to check their wants and needs.",为了使用一些功能，比如工作订单或记账，必须分配 [C:5:0:0]管理员[C:7:0:0]。为此，你需要选择 [C:5:0:1]贵族和管理员[C:7:0:0] 菜单，点击添加按钮来分配。[B]一些 [C:5:0:0]管理员[C:7:0:0] 需要 [C:3:0:0]办公室[C:7:0:0] 才能做他们对应的工作。你可以通过 [C:5:0:1]区域[C:7:0:0] -> [C:5:0:1]办公室[C:7:0:0] 来创建。你选择的 [C:3:0:0]区域[C:7:0:0] 里必须包含一个 [C:6:0:0]椅子[C:7:0:0]，或者你也可以先设置 [C:3:0:0]区域[C:7:0:0]，然后再放置 [C:6:0:0]椅子[C:7:0:0]。记得将 [C:5:0:0]管理员[C:7:0:0] 分配到 [C:3:0:0]办公室[C:7:0:0]。[B]随着游戏进展，会出现更多其它贵族，可以在 [C:5:0:1]贵族和管理员[C:7:0:0] 菜单检查他们的需求和要求。
36,GUIDE_ORE_AND_SMELTING,0,Ore and smelting,熔炼矿石,"In order to make [C:6:0:1]Metal Bars[C:7:0:0] for the [C:2:0:0]Metalsmith[C:7:0:0], you must smelt [C:6:0:1]Ore[C:7:0:0]. This can done at the [C:6:0:0]Smelter[C:7:0:0] which can be found under [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Furnaces[C:7:0:0] -> [C:5:0:1]Smelter[C:7:0:0]. [C:6:0:1]Ore[C:7:0:0] is mined underground, below the soil layers.[B]If you have found magma you can build a [C:6:0:0]Magma Smelter[C:7:0:0] directly over it, otherwise you need [C:6:0:1]Fuel[C:7:0:0]. To get [C:6:0:1]Fuel[C:7:0:0] you need to make [C:6:0:1]Charcoal[C:7:0:0] with a [C:6:0:0]Wood Furnace[C:7:0:0], found at [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Furnaces[C:7:0:0] -> [C:5:0:1]Wood Furnace[C:7:0:0]. You may switch to other forms of [C:6:0:1]Fuel[C:7:0:0] later, such as [C:6:0:1]Coal[C:7:0:0], but you will usually need [C:6:0:1]Charcoal[C:7:0:0] from the [C:6:0:0]Wood Furnace[C:7:0:0] to start the process.",为了提供 [C:6:0:1]金属锭[C:7:0:0] 给 [C:2:0:0]金属锻工[C:7:0:0]，你必须冶炼 [C:6:0:1]矿石[C:7:0:0]。这可以在 [C:6:0:0]熔炉[C:7:0:0] 中完成，[C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]熔炉[C:7:0:0] -> [C:5:0:1]熔炉[C:7:0:0]。 [C:6:0:1]矿石[C:7:0:0] 在地下开采，位于土层之下。[B]如果你发现了岩浆，你可以直接在上面建造 [C:6:0:0]岩浆熔炉[C:7:0:0]，否则你需要 [C:6:0:1]燃料[C:7:0:0]。要获得 [C:6:0:1]燃料[C:7:0:0]，你需要用 [C:6:0:0]木材熔炉[C:7:0:0] 制作 [C:6:0:1]木炭[C:7:0:0]，该设施位于 [C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]熔炉[C:7:0:0] -> [C:5:0:1]木材熔炉[C:7:0:0]。你可以稍后转换为其他形式的 [C:6:0:1]燃料[C:7:0:0]，例如 [C:6:0:1]煤炭[C:7:0:0]，但通常你需要 [C:6:0:1]木炭[C:7:0:0] 来开始这个过程。
